row_id,value_date,narration,reference,debit,credit,balance
TR44D14BE6A7,2026-08-27,NEFT-KKBK821022368742-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005956,821022368742,,"23,741.70","51,56,631.31"
TR980F18EB4D,2026-08-29,NEFT-HDFC360215071384-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005957,360215071384,,"35,393.52","51,92,024.83"
TR514F4ABE4B,2026-08-29,NEFT-KKBK247482076450-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005958,247482076450,,"27,965.20","52,19,990.03"
TR0B7F1BA66A,2026-08-31,NEFT-HDFC556057279556-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005959,556057279556,,"24,803.07","52,44,793.10"
TR8A5AFC8C57,2026-09-01,NEFT-UTIB141109947848-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005960,141109947848,,"33,240.70","52,78,033.80"
TRBFA97417F2,2026-09-02,NEFT-IDFB296294587735-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005961,296294587735,,"23,032.28","53,01,066.08"
TRB54487C808,2026-09-03,NEFT-HDFC757721143337-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005962,757721143337,,"31,510.50","53,32,576.58"
TRF385441E05,2026-09-04,NEFT-UTIB999569576450-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005963,999569576450,,"29,386.48","53,61,963.06"
TRA907926DCC,2026-09-05,NEFT-IDFB445055474614-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005964,445055474614,,"36,827.40","53,98,790.46"
TRF8109F0F83,2026-09-07,NEFT-KKBK438729208355-RAZORPAY SOFTWARE PVT LTD-RESERVE RELEASE 2026-09-01,438729208355,,"1,778.09",
TRB479A00D72,2026-09-07,NEFT-YESB625770154371-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005965,625770154371,,"18,889.49","54,17,679.95"
TR99C81B25E9,2026-09-07,NEFT-ICIC318168560086-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005965,318168560086,,"13,097.66","54,30,777.61"
TR94595A4A1A,2026-09-09,NEFT-YESB365099445325-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005966,365099445325,,"35,024.39","54,65,802.00"
TRAD81A21E52,2026-09-09,NEFT-UTIB996215609278-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005967,996215609278,,"29,421.00","54,95,223.00"
TRD6CF6E2AE9,2026-09-10,NEFT-HDFC972535775375-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005968,972535775375,,"32,786.01","55,28,009.01"
TR1F6A3A8145,2026-09-11,NEFT-SBIN404942245239-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005969,404942245239,,"27,249.48","55,55,258.49"
TR2C6EA6032E,2026-09-14,NEFT-SBIN280801230030-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005970,280801230030,,"26,398.03","55,81,656.52"
TR0EE5E5209D,2026-09-15,NEFT-SBIN653158493628-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005971,653158493628,,"30,256.43","56,11,912.95"
TR0B7BA884C1,2026-09-16,NEFT-HDFC927477244886-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005972,927477244886,,"31,275.95","56,43,188.90"
TR23FD26B241,2026-09-17,NEFT-SBIN212113142350-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005973,212113142350,,"60,503.67","57,03,692.57"
TR6797145EB3,2026-09-18,NEFT-HDFC927556418000-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005974,927556418000,,"38,177.98","57,41,870.55"
TR9457A08B2A,2026-09-21,NEFT-SBIN975911543520-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005975,975911543520,,"42,390.24","57,84,260.79"
TR9F2B5F5B76,2026-09-22,NEFT-UTIB850627663272-RAZORPAY SOFTWARE PVT LTD-RESERVE RELEASE 2026-09-16,850627663272,,"1,671.68",
TRCF69DEBE3D,not-a-date,NEFT-HDFC877400373651-RAZORPAY SOFTWARE PVT LTD-SETTLEMENT 005952 ##TRUNCATED,877400373651,,"22,887.89","50,56,246.11"
